male,age_categorical,married,education_categorical,race_categorical,alc_outlet_density,binge_drink,neighborhood_id
0,5,0,2,1,120,0,28
0,6,1,2,1,120,0,28
1,1,0,2,4,120,0,28
1,5,1,3,3,120,0,28
1,2,0,1,2,120,1,28
1,6,0,3,2,120,0,28
0,2,0,1,4,120,0,28
1,2,0,2,2,120,0,28
0,6,0,2,2,120,0,28
0,4,0,2,2,120,0,28
1,3,1,4,1,120,0,28
1,5,0,1,2,120,0,28
0,6,1,2,3,120,0,28
0,3,0,3,1,120,0,28
0,4,1,1,1,120,0,28
0,2,0,4,1,120,0,28
0,3,0,3,2,120,0,28
1,2,0,2,2,120,0,28
0,1,0,3,3,120,0,28
1,4,0,4,2,120,0,28
0,2,0,1,4,120,1,28
1,6,0,3,1,120,0,28
0,4,1,4,1,120,0,28
0,5,0,2,4,120,0,28
0,3,1,2,1,120,0,28
1,4,1,3,4,120,0,28
0,5,1,3,2,120,0,28
0,2,0,2,1,120,0,28
1,5,0,1,1,120,1,28
1,3,0,4,1,120,0,28
0,3,0,4,2,120,0,28
1,3,1,2,1,120,0,28
0,2,0,1,3,120,0,28
0,3,0,4,1,120,0,28
0,5,0,2,1,120,0,28
1,2,0,3,2,120,0,28
0,1,0,1,2,120,0,28
1,3,0,3,1,123,0,29
1,4,1,4,3,123,0,29
0,4,1,3,3,123,0,29
1,4,1,2,4,123,0,29
0,4,0,4,4,123,0,29
0,3,1,2,3,123,0,29
0,2,0,3,2,123,0,29
0,1,0,4,1,123,0,29
1,4,0,2,1,123,1,29
0,3,0,2,1,123,0,29
1,5,1,2,1,123,0,29
1,6,0,2,2,123,1,29
0,5,1,2,4,123,0,29
0,2,1,2,3,123,0,29
1,4,0,4,1,123,1,29
1,5,0,3,3,123,0,29
0,4,0,2,3,123,0,29
0,1,0,4,3,123,0,29
1,3,1,3,1,123,0,29
0,4,0,3,1,123,0,29
1,4,0,3,4,123,0,29
0,2,0,3,1,123,0,29
0,5,0,1,3,123,0,29
1,5,1,3,4,123,0,29
1,1,0,2,4,123,0,29
1,5,1,2,2,123,1,29
1,1,1,1,3,123,0,29
1,5,0,1,1,123,1,29
0,1,1,3,3,123,0,29
0,2,0,2,1,123,0,29
1,3,0,3,2,123,0,29
1,4,1,2,4,123,0,29
0,2,0,3,2,123,1,29
1,1,1,3,1,123,0,29
0,2,0,3,1,123,0,29
0,3,0,3,3,123,0,29
0,5,0,4,4,123,0,29
0,1,0,2,2,123,0,29
0,4,1,3,2,123,0,29
1,4,0,2,3,123,0,29
1,2,0,2,1,123,1,29
1,3,1,3,3,123,0,29
1,2,0,2,1,123,0,29
1,4,1,2,1,123,0,29
1,4,1,3,4,123,0,29
0,1,1,2,1,123,0,29
0,2,0,3,1,123,0,29
0,1,0,4,1,123,0,29
0,5,0,3,2,123,0,29
1,5,0,2,2,123,1,29
0,5,1,1,4,123,0,29
0,2,0,2,2,123,0,29
1,3,1,1,1,123,0,29
1,4,0,3,4,123,0,29
0,3,1,2,1,123,0,29
1,2,0,2,4,123,0,29
0,2,0,3,3,123,0,29
0,5,0,1,3,123,0,29
0,2,0,4,1,123,0,29
0,5,0,3,1,123,0,29
1,2,0,3,4,123,0,29
0,3,0,1,2,123,1,29
0,3,0,3,4,123,0,29
0,5,0,2,2,123,0,29
0,1,0,2,3,123,0,29
0,2,0,3,3,123,0,29
0,6,0,3,2,123,0,29
0,6,0,2,2,123,0,29
1,4,0,3,4,123,0,29
1,5,0,4,4,123,0,29
1,5,0,2,3,123,0,29
1,3,1,3,2,123,0,29
1,3,0,2,2,123,0,29
1,5,1,4,3,123,0,29
1,1,0,2,3,123,1,29
0,3,0,1,3,123,0,29
1,4,0,3,1,123,1,29
1,1,0,3,1,123,0,29
0,1,0,3,3,123,0,29
1,6,0,1,2,123,0,29
1,2,0,3,2,123,0,29
0,1,0,2,3,123,0,29
0,5,0,2,2,126,0,30
1,2,1,1,4,126,0,30
1,5,1,1,1,126,0,30
1,5,0,1,2,126,1,30
0,5,0,2,1,126,0,30
0,1,1,3,1,126,0,30
1,4,0,3,2,126,0,30
1,4,0,3,4,126,0,30
0,3,1,2,2,126,0,30
0,3,0,1,3,126,0,30
0,2,1,2,2,126,0,30
0,4,1,2,3,126,0,30
1,4,0,2,1,126,0,30
0,4,0,1,1,126,0,30
1,1,0,3,1,126,1,30
0,4,0,4,3,126,0,30
0,4,0,1,3,126,0,30
1,3,0,3,3,126,0,30
1,1,0,2,3,126,1,30
0,4,1,1,1,126,0,30
1,5,0,3,1,126,0,30
1,3,1,3,4,126,0,30
0,6,1,3,2,126,0,30
0,4,0,3,4,126,0,30
0,1,1,4,1,126,0,30
0,2,0,1,1,126,0,30
1,5,0,2,4,126,1,30
0,1,1,2,1,126,0,30
1,1,0,2,2,126,0,30
0,6,0,1,1,126,0,30
0,5,0,1,2,126,1,30
0,6,0,1,1,126,0,30
0,5,0,2,1,126,0,30
0,5,0,4,2,126,0,30
1,4,0,3,4,126,0,30
0,4,0,3,2,126,0,30
1,1,0,3,4,126,0,30
1,3,0,2,1,126,1,30
1,4,1,1,3,126,0,30
1,4,0,3,2,126,1,30
1,1,0,1,1,126,0,30
0,5,0,1,3,126,0,30
0,4,0,2,3,126,0,30
1,2,0,2,4,126,0,30
0,5,0,4,3,126,0,30
1,3,0,2,1,126,1,30
1,3,1,2,3,126,0,30
1,5,0,1,1,126,1,30
1,5,0,2,1,126,1,30
1,5,0,3,3,126,0,30
1,6,0,2,3,126,0,30
0,3,1,1,3,126,0,30
1,5,0,2,3,126,1,30
1,4,0,3,2,126,0,30
0,1,1,2,2,126,0,30
0,5,0,3,4,126,0,30
0,3,1,1,1,126,0,30
0,1,0,4,4,126,0,30
1,3,0,2,1,126,0,30
0,2,0,3,4,126,0,30
1,1,1,1,3,126,0,30
1,1,0,1,1,126,0,30
0,2,1,3,1,126,0,30
1,2,0,2,1,126,1,30
1,1,1,2,1,126,0,30
0,4,0,2,2,126,0,30
1,4,0,3,1,126,0,30
1,3,0,3,1,126,0,30
1,4,0,2,2,126,0,30
1,5,1,2,1,126,0,30
0,4,0,3,1,126,0,30
1,1,0,2,3,126,0,30
0,3,1,2,2,126,0,30
0,1,0,2,4,126,0,30
1,4,0,4,2,126,0,30
0,4,0,2,2,126,0,30
0,1,1,2,1,126,0,30
0,2,1,2,1,126,0,30
1,1,0,4,2,126,0,30
1,6,1,2,3,126,0,30
1,1,0,3,3,126,0,30
0,2,1,3,3,126,0,30
0,5,0,3,2,126,0,30
1,4,1,4,2,126,0,30
1,2,1,1,2,126,0,30
0,1,0,4,3,126,0,30
0,2,0,1,1,126,0,30
1,1,0,3,4,126,0,30
0,1,1,3,1,126,0,30
0,5,0,3,1,126,0,30
0,2,1,2,3,126,0,30
0,2,1,3,1,126,0,30
0,5,0,2,3,126,0,30
0,3,1,3,1,126,0,30
0,2,0,4,2,126,0,30
1,5,1,4,2,126,0,30
1,6,0,1,3,126,1,30
0,5,0,4,3,126,0,30
1,3,0,3,2,126,0,30
1,2,0,3,1,126,0,30
1,5,0,3,3,126,0,30
0,2,0,2,2,126,0,30
0,4,0,2,1,129,0,31
0,5,1,2,2,129,0,31
0,4,0,2,4,129,1,31
1,4,0,3,1,129,1,31
1,4,0,3,1,129,0,31
1,2,0,1,1,129,1,31
1,4,0,1,1,129,1,31
0,2,0,4,3,129,0,31
1,1,1,2,3,129,0,31
1,1,0,4,1,129,0,31
1,2,0,3,4,129,0,31
0,4,0,1,1,129,1,31
1,3,0,3,1,129,0,31
1,3,1,4,2,129,0,31
0,3,1,1,3,129,0,31
1,1,1,2,1,129,0,31
0,1,1,3,2,129,0,31
0,1,1,3,1,129,0,31
1,6,1,4,2,129,0,31
1,6,0,3,4,129,0,31
1,1,1,2,3,129,0,31
0,2,0,2,4,129,0,31
0,3,0,4,2,129,0,31
0,2,1,2,2,129,0,31
0,3,0,4,1,129,0,31
1,5,0,4,1,129,0,31
1,4,0,4,2,129,0,31
0,2,0,2,2,129,1,31
1,6,1,3,3,129,0,31
0,4,1,4,3,129,0,31
1,2,0,3,3,129,0,31
0,4,0,3,1,129,0,31
1,6,0,4,2,129,0,31
1,3,1,2,1,129,0,31
1,4,0,1,4,129,1,31
0,5,0,1,2,129,1,31
0,6,0,3,3,129,0,31
0,4,0,3,3,129,0,31
0,1,0,3,1,129,0,31
1,6,0,1,2,129,0,31
0,1,1,2,2,129,0,31
0,4,0,2,4,129,0,31
1,5,0,2,2,129,1,31
1,4,0,3,3,129,1,31
0,2,0,2,2,129,0,31
0,1,0,1,2,129,0,31
1,1,0,3,2,129,0,31
1,3,1,1,3,129,0,31
0,5,0,4,3,129,0,31
1,4,0,3,1,129,0,31
0,5,1,4,1,129,0,31
0,2,1,1,4,129,0,31
0,4,0,3,1,129,0,31
1,6,0,1,3,129,0,31
0,6,0,3,1,129,0,31
0,2,0,1,1,129,0,31
1,2,0,4,4,129,0,31
0,5,1,3,1,129,0,31
1,2,0,3,2,129,0,31
0,4,1,2,2,129,0,31
0,5,1,2,2,129,0,31
1,4,1,2,3,129,0,31
1,6,0,3,2,129,0,31
0,4,0,2,2,129,0,31
0,6,0,4,2,129,0,31
0,5,0,3,1,129,0,31
1,2,0,3,1,129,0,31
0,4,0,3,3,129,0,31
1,5,0,2,1,129,0,31
1,4,0,2,3,129,1,31
0,4,0,2,2,129,0,31
1,2,0,2,3,129,0,31
0,3,1,3,4,129,0,31
1,2,0,1,1,129,0,31
0,4,0,4,3,129,0,31
0,1,0,3,1,129,0,31
1,2,0,3,2,129,0,31
0,2,0,4,3,129,0,31
1,1,0,3,3,129,0,31
1,1,1,1,1,129,0,31
0,3,0,3,2,129,0,31
0,2,0,1,4,129,1,31
1,2,0,3,2,129,0,31
1,5,0,2,2,129,1,31
1,2,0,3,4,129,0,31
0,5,0,1,2,129,0,31
0,5,0,4,3,129,0,31
1,2,0,3,1,129,0,31
1,6,1,2,3,129,0,31
1,1,0,2,3,129,0,31
1,4,0,4,1,129,0,31
1,5,0,3,1,129,0,31
0,2,1,3,3,129,0,31
1,5,0,3,1,129,1,31
0,3,1,2,1,129,0,31
0,6,1,3,4,129,0,31
0,1,0,1,3,129,0,31
1,3,0,2,4,129,1,31
1,5,0,4,1,129,0,31
1,4,0,1,4,129,0,31
0,6,0,1,1,129,0,31
0,3,1,1,2,129,0,31
1,5,0,1,1,129,1,31
0,1,0,3,3,129,0,31
0,1,0,3,2,129,0,31
0,3,0,2,2,129,0,31
0,2,0,1,1,132,0,32
1,4,0,2,1,132,1,32
0,2,1,3,2,132,0,32
1,6,0,1,2,132,1,32
0,6,0,1,3,132,0,32
1,6,0,2,1,132,0,32
0,4,0,2,1,132,0,32
0,5,0,3,1,132,0,32
0,5,0,3,2,132,0,32
0,1,0,2,4,132,0,32
0,3,0,2,1,132,1,32
0,5,0,4,2,132,0,32
0,5,0,2,4,132,0,32
0,4,0,3,2,132,0,32
0,2,0,4,3,132,0,32
0,2,0,2,1,132,0,32
0,2,1,1,4,132,0,32
1,4,0,3,2,132,0,32
0,3,0,3,2,132,0,32
0,5,0,2,4,132,0,32
1,5,1,3,1,132,0,32
0,2,1,1,3,132,0,32
1,5,1,1,3,132,1,32
1,5,0,3,3,132,0,32
0,4,0,2,1,132,0,32
0,6,0,4,3,132,0,32
1,1,1,3,1,132,0,32
0,6,0,2,4,132,0,32
0,3,1,2,4,132,0,32
1,2,1,3,1,132,0,32
0,2,0,3,2,132,0,32
0,2,1,2,3,132,0,32
0,6,0,2,1,132,0,32
0,3,0,2,2,132,0,32
1,1,0,2,4,132,0,32
1,2,0,4,4,132,0,32
1,4,1,3,2,132,0,32
1,1,0,3,3,132,0,32
0,3,0,1,3,132,0,32
0,1,0,4,1,132,0,32
1,4,1,4,1,132,0,32
0,5,0,4,1,132,0,32
0,6,1,2,1,132,0,32
1,4,1,4,4,132,0,32
0,5,0,4,1,132,0,32
1,2,1,1,4,132,0,32
1,4,0,3,3,132,1,32
0,4,1,2,3,132,0,32
0,2,0,3,4,132,0,32
0,5,1,4,1,132,0,32
0,3,0,3,2,132,0,32
0,3,0,1,4,132,0,32
1,3,0,1,1,132,1,32
1,4,0,2,3,132,0,32
0,4,0,1,1,132,0,32
0,4,1,3,1,132,0,32
1,5,0,4,4,132,0,32
1,3,1,3,3,132,0,32
0,4,0,3,2,132,0,32
1,4,0,1,4,132,0,32
0,3,0,3,2,132,0,32
1,4,0,3,3,132,1,32
0,4,0,1,3,132,0,32
0,5,1,3,2,132,0,32
0,5,0,2,2,132,0,32
1,3,1,3,1,132,0,32
1,2,1,2,3,132,1,32
0,3,0,2,1,132,0,32
0,6,1,3,3,132,0,32
1,4,0,1,1,132,1,32
0,5,0,2,3,132,0,32
1,4,0,4,1,132,0,32
0,4,0,4,1,132,0,32
0,2,0,2,3,132,0,32
1,5,0,1,2,132,1,32
1,2,0,2,4,132,1,32
0,3,0,2,2,132,0,32
0,4,0,2,1,132,0,32
1,2,0,4,1,132,0,32
1,1,0,2,1,132,0,32
0,3,1,2,2,132,0,32
0,4,1,2,1,132,0,32
0,4,0,3,2,132,0,32
1,4,0,2,4,132,1,32
1,1,0,1,2,132,1,32
0,4,0,2,4,132,1,32
0,3,1,3,1,132,0,32
0,1,1,1,3,132,0,32
1,5,0,2,1,132,0,32
1,3,1,2,3,132,0,32
0,4,0,2,1,132,0,32
0,3,1,3,1,132,0,32
0,4,0,2,1,132,0,32
1,6,1,2,1,132,0,32
1,6,1,1,3,132,1,32
0,5,1,3,2,132,0,32
0,4,1,3,2,132,0,32
1,4,0,4,4,132,0,32
1,3,0,3,3,132,1,32
0,3,0,3,2,132,0,32
1,5,0,1,1,132,1,32
1,6,0,1,1,132,1,32
0,4,1,3,3,132,0,32
0,3,0,3,3,132,0,32
0,3,0,1,3,132,0,32
0,2,1,3,2,132,0,32
0,1,1,3,2,132,0,32
1,3,0,2,3,132,1,32
0,5,1,3,1,132,0,32
1,3,0,3,3,132,0,32
0,4,1,2,2,132,0,32
0,5,1,2,1,132,0,32
0,4,0,3,1,132,0,32
0,4,1,2,3,132,0,32
0,4,0,1,1,132,0,32
1,5,0,2,1,135,1,33
0,5,0,3,1,135,0,33
1,1,0,2,2,135,1,33
1,2,1,2,4,135,0,33
1,3,0,3,2,135,0,33
0,4,0,4,1,135,0,33
1,3,0,2,3,135,1,33
1,5,0,2,2,135,0,33
1,5,0,2,2,135,1,33
0,4,0,1,4,135,0,33
0,3,1,2,2,135,0,33
1,4,1,3,1,135,0,33
1,2,1,3,1,135,0,33
0,5,0,2,1,135,1,33
1,5,0,4,2,135,0,33
0,1,1,1,1,135,0,33
0,2,0,2,1,135,0,33
0,5,0,1,3,135,0,33
0,2,1,2,2,135,0,33
0,2,0,4,3,135,0,33
1,2,0,2,2,135,0,33
1,1,1,2,2,135,0,33
0,2,0,2,1,135,0,33
1,5,0,3,4,135,0,33
1,6,0,3,1,135,0,33
0,6,1,1,1,135,0,33
0,4,0,3,2,135,0,33
0,4,0,1,2,135,0,33
1,5,0,1,1,135,1,33
1,6,0,3,4,135,0,33
0,4,1,2,1,135,0,33
1,4,0,2,4,135,1,33
0,2,1,3,2,135,0,33
0,2,0,3,2,135,0,33
0,6,0,3,2,135,0,33
1,5,0,2,3,135,1,33
0,1,0,4,1,135,0,33
0,3,1,4,2,135,0,33
1,2,0,3,3,135,0,33
0,1,0,3,2,135,0,33
1,4,0,3,2,135,0,33
0,1,0,2,4,135,0,33
0,3,0,2,2,135,0,33
0,4,0,4,1,135,0,33
0,1,0,3,3,135,0,33
0,2,0,1,4,135,0,33
0,4,0,1,1,135,0,33
1,1,0,1,1,135,1,33
1,2,0,3,2,135,0,33
0,5,0,3,1,135,0,33
0,2,1,2,2,135,0,33
1,5,0,2,4,135,0,33
0,6,0,4,2,135,0,33
1,2,0,2,4,135,0,33
0,2,0,3,1,135,0,33
0,2,0,2,3,135,0,33
0,3,1,1,1,135,0,33
1,5,0,4,2,135,0,33
0,4,0,2,2,135,1,33
0,3,0,3,3,135,0,33
1,3,0,4,1,135,0,33
0,2,0,3,2,135,0,33
1,2,1,3,3,135,0,33
1,4,0,4,1,135,0,33
1,5,1,2,3,135,0,33
1,2,1,4,2,135,0,33
1,5,1,4,2,135,0,33
0,2,0,4,3,135,0,33
0,1,0,3,3,135,0,33
0,5,0,1,1,135,0,33
0,4,0,4,3,135,0,33
1,4,0,1,1,135,1,33
0,4,0,2,2,135,0,33
1,2,0,3,2,135,0,33
0,3,0,2,3,135,0,33
1,2,1,2,3,135,1,33
1,3,1,2,4,135,0,33
0,3,1,2,3,135,0,33
1,1,1,2,1,135,0,33
1,3,0,2,1,135,1,33
1,5,0,3,2,135,0,33
0,5,0,2,1,135,0,33
0,5,0,2,2,135,0,33
0,2,0,2,4,135,0,33
1,4,0,3,1,135,1,33
0,6,0,2,3,135,0,33
0,2,1,4,3,135,0,33
1,5,0,3,3,135,0,33
1,2,0,1,1,135,1,33
0,4,0,2,1,135,0,33
0,2,0,3,3,135,0,33
0,6,0,4,2,135,0,33
1,4,1,3,3,135,0,33
0,2,1,3,1,135,0,33
0,5,0,1,2,135,0,33
0,5,0,3,1,135,0,33
1,2,1,3,3,135,0,33
0,5,1,3,3,135,0,33
0,4,0,2,3,135,0,33
0,2,0,2,1,135,0,33
1,5,0,1,3,135,1,33
1,6,1,2,1,135,0,33
1,3,0,1,2,138,1,34
1,2,1,3,2,138,0,34
1,5,1,4,2,138,0,34
1,3,0,3,3,138,0,34
0,2,0,2,2,138,0,34
1,3,1,2,4,138,0,34
0,3,0,2,3,138,0,34
1,4,1,2,4,138,0,34
0,2,0,4,1,138,0,34
1,5,0,3,3,138,1,34
1,2,0,2,2,138,0,34
0,1,1,3,3,138,0,34
0,3,0,1,1,138,0,34
1,1,0,2,2,138,0,34
1,4,0,2,1,138,1,34
1,3,0,4,3,138,0,34
0,3,0,2,4,138,0,34
0,3,1,1,4,138,0,34
1,5,0,3,1,138,1,34
1,4,1,2,1,138,0,34
0,4,0,3,3,138,0,34
0,4,0,2,4,138,0,34
1,3,0,3,3,138,0,34
1,3,1,2,1,138,0,34
1,2,1,3,1,138,0,34
0,3,0,4,2,138,0,34
1,2,0,3,3,138,0,34
0,3,0,4,3,138,0,34
0,4,0,3,2,138,0,34
0,3,0,3,4,138,0,34
1,4,0,3,1,138,0,34
0,1,0,3,3,138,0,34
0,3,0,2,2,138,0,34
1,5,0,3,1,138,0,34
0,2,1,2,3,138,0,34
0,5,0,3,1,138,0,34
1,1,0,3,3,138,0,34
1,5,1,4,4,138,0,34
0,4,0,2,1,138,0,34
0,3,1,1,3,138,1,34
0,4,0,3,2,138,0,34
1,5,0,3,3,138,0,34
1,4,0,3,1,138,1,34
1,5,1,3,1,138,0,34
1,4,0,1,1,138,1,34
1,2,1,1,3,138,0,34
0,5,0,2,1,138,0,34
1,4,0,2,1,138,1,34
0,3,0,2,4,138,1,34
0,2,0,1,1,138,0,34
0,5,0,1,2,138,1,34
1,3,0,3,2,138,0,34
0,6,1,3,1,138,0,34
1,2,0,2,3,138,0,34
1,4,0,2,3,138,0,34
0,6,0,4,4,138,0,34
0,3,0,3,1,138,0,34
1,6,1,3,3,138,0,34
1,5,0,4,2,138,0,34
0,4,0,3,3,138,0,34
0,2,0,3,1,138,0,34
1,1,0,3,2,138,1,34
0,6,0,3,3,138,0,34
1,4,1,2,2,138,0,34
1,3,0,3,3,138,0,34
1,3,1,3,1,138,0,34
0,2,0,4,3,138,0,34
1,5,0,1,2,138,1,34
0,4,0,4,1,138,0,34
1,5,0,1,4,138,0,34
0,2,0,3,3,138,0,34
0,2,0,2,1,138,1,34
0,2,0,4,2,138,0,34
0,4,1,3,4,138,0,34
0,2,1,4,2,138,0,34
1,4,0,2,3,138,1,34
0,5,1,1,2,138,0,34
0,4,0,2,2,138,0,34
1,2,1,1,2,138,0,34
0,2,1,3,2,138,0,34
0,3,1,3,1,138,0,34
0,4,0,2,1,138,1,34
1,3,0,2,1,138,0,34
1,4,0,4,1,138,0,34
0,3,0,1,1,138,1,34
0,1,0,1,1,138,1,34
1,5,1,2,4,138,0,34
0,1,1,4,3,138,0,34
0,6,0,2,3,138,1,34
0,1,1,4,3,138,0,34
1,2,0,2,2,138,0,34
0,3,0,1,3,138,0,34
0,4,0,2,2,138,0,34
0,3,0,4,3,138,0,34
1,2,0,2,1,138,0,34
1,4,0,2,2,138,0,34
1,2,0,3,2,138,0,34
0,3,0,2,4,138,0,34
0,6,0,2,4,138,1,34
1,4,0,1,4,138,1,34
0,5,0,4,3,141,0,35
0,6,0,2,3,141,0,35
0,5,0,2,1,141,0,35
1,4,1,3,2,141,0,35
1,3,0,1,2,141,1,35
0,1,1,3,1,141,0,35
0,4,0,2,1,141,1,35
0,6,1,2,2,141,0,35
1,3,1,2,3,141,0,35
1,5,1,3,3,141,0,35
0,5,0,4,4,141,0,35
0,5,1,2,3,141,0,35
0,2,0,3,1,141,0,35
1,6,0,2,2,141,0,35
1,1,0,1,2,141,1,35
1,6,0,4,1,141,0,35
1,2,0,3,2,141,0,35
1,2,1,3,2,141,0,35
1,3,0,2,1,141,1,35
1,5,1,2,3,141,0,35
0,6,0,2,4,141,0,35
1,2,0,4,1,141,0,35
0,4,0,2,3,141,0,35
0,1,0,4,3,141,0,35
0,2,0,3,1,141,0,35
0,4,0,2,3,141,0,35
1,5,0,3,4,141,0,35
0,3,1,3,3,141,0,35
1,5,0,1,1,141,1,35
1,5,1,3,4,141,0,35
0,4,0,2,2,141,0,35
0,1,0,2,1,141,1,35
0,3,1,2,2,141,0,35
1,4,0,3,3,141,0,35
1,5,0,3,1,141,0,35
1,3,1,2,1,141,0,35
0,4,0,2,4,141,1,35
0,3,0,4,4,141,0,35
0,4,0,1,3,141,1,35
0,3,0,3,1,141,0,35
1,2,0,3,2,141,0,35
0,5,0,3,4,141,0,35
1,3,1,4,1,141,0,35
0,3,1,3,4,141,0,35
1,5,0,3,1,141,1,35
0,1,1,4,2,141,0,35
0,1,0,1,1,141,0,35
0,5,0,2,1,141,0,35
1,3,0,3,4,141,0,35
1,5,0,2,3,141,1,35
1,5,1,2,4,141,0,35
0,5,0,3,3,141,0,35
0,3,0,2,1,141,0,35
0,5,0,3,2,141,0,35
0,1,1,4,3,141,0,35
0,2,0,2,4,141,0,35
1,6,1,1,2,141,0,35
0,6,0,1,1,141,0,35
1,4,0,2,1,141,1,35
0,5,0,1,1,141,1,35
1,5,1,2,1,141,0,35
0,1,0,1,1,141,1,35
0,6,0,2,2,141,0,35
0,2,1,3,3,141,0,35
0,3,1,3,2,141,0,35
1,3,1,2,1,141,0,35
0,5,0,3,2,141,0,35
1,2,0,2,1,141,0,35
1,3,0,3,1,141,0,35
1,3,0,2,2,141,0,35
1,6,0,1,4,141,0,35
0,4,0,4,1,141,0,35
1,6,0,2,4,141,1,35
0,2,0,2,4,141,0,35
0,2,0,2,2,141,0,35
0,3,0,4,3,141,0,35
1,5,1,1,1,141,0,35
0,1,0,3,1,141,0,35
1,4,0,3,3,141,1,35
1,2,0,2,2,141,1,35
0,5,0,2,2,141,1,35
0,2,0,3,1,141,0,35
0,5,0,3,1,141,0,35
1,5,0,3,1,141,0,35
0,3,0,3,1,141,0,35
0,1,0,2,2,141,0,35
0,4,1,3,1,141,0,35
0,3,1,2,3,141,0,35
0,2,0,3,2,141,0,35
0,3,0,3,1,141,0,35
1,5,0,1,2,141,1,35
0,1,1,4,2,141,0,35
1,4,1,3,1,141,0,35
0,4,0,3,1,141,0,35
0,5,0,1,3,141,0,35
0,6,0,3,2,141,0,35
1,2,1,3,2,141,0,35
1,2,0,2,3,141,1,35
1,4,0,3,3,141,0,35
0,1,1,1,2,141,0,35
0,5,0,3,1,141,0,35
1,4,0,3,3,141,1,35
0,2,0,3,3,141,0,35
1,5,1,2,2,141,0,35
1,5,0,2,2,141,0,35
1,4,1,1,1,144,0,36
1,2,0,3,2,144,0,36
1,3,0,2,1,144,1,36
0,1,0,3,2,144,0,36
0,2,0,2,2,144,0,36
0,2,0,2,3,144,0,36
0,3,0,2,2,144,0,36
1,4,1,3,1,144,0,36
0,2,0,4,1,144,0,36
1,5,0,2,2,144,1,36
0,2,0,3,2,144,0,36
1,5,0,1,1,144,1,36
0,3,0,2,3,144,0,36
1,3,1,3,1,144,0,36
0,5,1,2,3,144,0,36
1,1,0,4,2,144,0,36
1,3,0,2,4,144,0,36
0,4,0,1,1,144,1,36
1,5,0,4,1,144,0,36
0,5,0,2,3,144,0,36
1,2,0,4,2,144,0,36
1,1,0,1,1,144,1,36
1,5,0,4,1,144,0,36
1,1,1,2,2,144,0,36
1,5,1,1,3,144,0,36
1,1,0,3,2,144,1,36
1,5,1,4,3,144,0,36
0,1,0,1,2,144,0,36
1,6,0,2,1,144,0,36
0,4,0,2,3,144,0,36
1,4,1,1,1,144,0,36
0,3,0,1,3,144,0,36
0,4,0,1,4,144,1,36
1,5,0,3,1,144,0,36
1,2,0,3,3,144,0,36
1,4,1,3,4,144,0,36
0,2,0,1,3,144,1,36
1,5,0,2,2,144,1,36
0,3,0,2,1,144,0,36
0,3,0,1,2,144,1,36
1,5,1,2,2,144,1,36
1,2,1,1,3,144,0,36
0,6,1,3,1,144,0,36
1,4,0,4,3,144,0,36
1,1,0,1,1,144,1,36
0,3,0,3,2,144,0,36
1,1,0,3,1,144,1,36
1,3,1,3,4,144,0,36
0,4,0,4,1,144,0,36
1,4,0,3,1,144,0,36
1,4,0,2,2,144,1,36
1,3,0,1,3,144,1,36
1,3,0,1,1,144,1,36
1,1,1,3,1,144,0,36
0,2,0,1,4,144,1,36
1,2,0,3,3,144,0,36
1,5,0,2,2,144,0,36
0,6,0,1,1,144,0,36
1,5,0,2,2,144,1,36
0,4,0,2,1,144,0,36
1,5,1,3,1,144,0,36
0,4,1,3,2,144,0,36
0,4,0,2,3,144,0,36
0,1,0,2,3,144,0,36
0,4,0,4,1,144,0,36
0,5,1,1,3,144,0,36
0,2,0,2,4,144,0,36
0,6,0,3,3,144,0,36
0,2,1,3,1,144,0,36
0,6,0,3,3,144,0,36
1,3,1,4,3,144,0,36
1,1,0,4,3,144,0,36
1,2,0,1,3,144,1,36
0,1,0,2,3,144,0,36
1,3,0,3,2,144,0,36
1,2,0,2,2,144,1,36
0,4,0,3,2,144,0,36
0,5,1,3,1,144,0,36
1,3,1,3,3,144,0,36
0,4,0,3,2,144,0,36
1,2,0,2,3,144,1,36
0,3,0,3,2,144,0,36
1,2,0,1,3,144,1,36
1,3,0,3,1,144,0,36
1,2,1,2,3,144,0,36
0,4,0,1,1,144,1,36
0,5,0,3,1,144,0,36
0,5,1,4,4,144,0,36
0,5,0,1,4,144,0,36
1,5,1,3,1,144,0,36
1,2,1,3,2,144,0,36
1,3,0,3,1,144,0,36
0,2,1,4,2,144,0,36
0,3,0,2,2,144,0,36
1,1,0,4,1,144,0,36
1,5,1,3,2,144,0,36
0,5,0,2,4,144,0,36
0,1,1,1,4,144,0,36
0,4,1,1,4,144,0,36
1,4,1,3,2,144,0,36
0,3,0,4,3,144,0,36
0,6,0,1,2,144,1,36
1,1,0,2,3,144,0,36
0,5,1,2,1,144,0,36
0,1,0,4,3,144,0,36
0,1,0,2,1,144,0,36
1,4,0,2,3,144,0,36
0,5,0,3,2,144,1,36
0,1,1,1,3,147,0,37
0,5,0,1,2,147,0,37
0,5,0,3,1,147,0,37
0,2,0,1,2,147,1,37
1,4,0,1,1,147,1,37
0,5,0,3,4,147,0,37
1,3,0,3,3,147,1,37
1,1,0,3,2,147,1,37
1,3,0,2,1,147,1,37
1,5,1,2,1,147,0,37
1,3,0,2,4,147,1,37
0,4,1,1,2,147,0,37
0,5,1,3,1,147,0,37
0,2,0,3,3,147,0,37
0,4,0,2,1,147,0,37
